PeakID (cmd=annotatePeaks.pl /home/ttroutman/2020_seidman_troutman_sakai_etal/intersect_ATAC_H3K27ac_RNA_20191027/mergePeaks_C57_NoTx_Tim4Pos20wkNASH.txt mm10 -d /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PKup_ChIP_H3K27ac_Flavopiridol_TDTJSS_CE_TDT_l20170915/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_notx_TDTJSSCBHB_Pool_l20180423/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579A_l20180423/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579C_l20180423/ -size 1000) (cmd=getDiffExpression.pl /home/psaisan/MCAT/KC-H_KC_N_H3k27ac_at_peaks_w1000.txt WT WT KO KO -log2fold 1 -raw)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PKup_ChIP_H3K27ac_Flavopiridol_TDTJSS_CE_TDT_l20170915/ Tag Count in 1000 bp (9468035.0 Total, normalization factor = 1.06, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_notx_TDTJSSCBHB_Pool_l20180423/ Tag Count in 1000 bp (22615879.0 Total, normalization factor = 0.44, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579A_l20180423/ Tag Count in 1000 bp (18749728.0 Total, normalization factor = 0.53, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579C_l20180423/ Tag Count in 1000 bp (19231109.0 Total, normalization factor = 0.52, effective total = 10000000)	WT vs. KO Log2 Fold Change	WT vs. KO p-value	WT vs. KO adj. p-value
Merged-chr8-10849593-2	chr8	10849493	10849693	+	24.349998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	32861.0	NR_040705	320014.0	Mm.403203	NR_040705	ENSMUSG00000109473	B930025P03Rik	-	RIKEN cDNA B930025P03 gene	ncRNA	23.24	13.27	78.93	87.88	2.4711662152277	1.35615504884878e-08	9.16107206281121e-07
Merged-chr18-68062160-2	chr18	68062060	68062260	+	42.349998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_172631, intron 1 of 5)	intron (NM_172631, intron 1 of 5)	128987.0	NM_172631	52662.0	Mm.440183	NM_172631	ENSMUSG00000024544	Ldlrad4	8230401C20Rik|A430083H02|A430108L08Rik|C18orf1|D18Ertd653e|D330030L18Rik	low density lipoprotein receptor class A domain containing 4	protein-coding	8.45	8.84	58.67	60.32	3.05290365285839	1.69858329322784e-08	1.0951521417348e-06
Merged-chr1-128724712-2	chr1	128724612	128724812	+	53.25	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	ID_B1|SINE|B4	-132413.0	NM_001356509	12767.0	Mm.1401	NM_009911	ENSMUSG00000045382	Cxcr4	CD184|CXC-R4|CXCR-4|Cmkar4|LESTR|PB-CKR|PBSF/SDF-1|Sdf1r|b2b220Clo	chemokine (C-X-C motif) receptor 4	protein-coding	80.27	114.08	147.74	185.64	1.02933438388711	0.0006614517034666	0.0083548232470743
Merged-chr15-76198782-2	chr15	76198682	76198882	+	22.849998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	promoter-TSS (NM_201393)	promoter-TSS (NM_201393)	-573.0	NM_201393	18810.0	Mm.234912	NM_011117	ENSMUSG00000022565	Plec	AA591047|AU042537|EBS1|PCN|PLTN|Plec1	plectin	protein-coding	15.84	3.54	36.27	34.84	2.09171400514578	0.0009643224762757	0.0112918852404019
Merged-chr1-17608554-1	chr1	17608454	17608654	+	18.700001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_053191, intron 2 of 5)	L2|LINE|L2	6653.0	NM_053191	94227.0	Mm.442452	NM_053191	ENSMUSG00000067780	Pi15	P24TI|P25TI|PI-15|SugarCrisp	peptidase inhibitor 15	protein-coding	5.28	5.31	25.07	27.56	2.65559458191131	0.0003498387614152	0.0050111315252144
Merged-chr11-83040517-1	chr11	83040417	83040617	+	16.299999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	promoter-TSS (NR_073523)	promoter-TSS (NR_073523)	15.0	NM_001355513	237887.0	Mm.341645	NM_181542	ENSMUSG00000072621	Slfn10-ps	Slfn10|mFLJ00257	schlafen 10, pseudogene	protein-coding	16.9	10.17	61.87	40.04	2.15763123035942	3.63047787816357e-05	0.0007925723846358
Merged-chr10-94919756-2	chr10	94919656	94919856	+	12.559999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_018797, intron 2 of 30)	intron (NM_018797, intron 2 of 30)	24822.0	NM_018797	54712.0	Mm.256712	NM_018797	ENSMUSG00000074785	Plxnc1	2510048K12Rik|AW742158|CD232|Vespr	plexin C1	protein-coding	44.36	41.56	122.14	94.12	1.56705354459971	3.96895009295806e-06	0.0001210227362291
Merged-chr6-67102657-1	chr6	67102557	67102757	+	21.6	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-65250.0	NM_007836	13197.0	Mm.72235	NM_007836	ENSMUSG00000036390	Gadd45a	AA545191|Ddit1|GADD45	growth arrest and DNA-damage-inducible 45 alpha	protein-coding	7.39	3.1	72.53	64.48	4.02435315787548	4.163280071794369e-11	5.7383052904040915e-09
Merged-chr2-70091361-2	chr2	70091261	70091461	+	33.150002	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_177376, intron 2 of 34)	MLT1B|LTR|ERVL-MaLR	52235.0	NM_177376	329421.0	Mm.99648	NM_177376	ENSMUSG00000042064	Myo3b	A430065P19Rik	myosin IIIB	protein-coding	12.67	10.61	209.07	178.36	4.25388575285073	7.79665056363257e-27	2.51342356808837e-23
Merged-chr8-91395860-1	chr8	91395760	91395960	+	47.099998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_011936, intron 1 of 8)	intron (NM_011936, intron 1 of 8)	82335.0	NM_011936	26383.0	Mm.4375	NM_011936	ENSMUSG00000055932	Fto	AW743446|mKIAA1752	fat mass and obesity associated	protein-coding	1.06	1.33	21.87	19.76	4.63605879325408	0.0001678870487172	0.0027918125843861
Merged-chr7-80789252-2	chr7	80789152	80789352	+	33.150002	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_016721, intron 2 of 37)	intron (NM_016721, intron 2 of 37)	14079.0	NM_016721	29875.0	Mm.207619	NM_016721	ENSMUSG00000030536	Iqgap1	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	IQ motif containing GTPase activating protein 1	protein-coding	57.03	68.54	140.8	145.08	1.42559119796233	2.79063578109919e-06	8.94159152235466e-05
Merged-chr8-122147647-1	chr8	122147547	122147747	+	18.700001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-134494.0	NM_009569	22761.0	Mm.3105	NM_009569	ENSMUSG00000049577	Zfpm1	FOG|Fog1	zinc finger protein, multitype 1	protein-coding	2.11	0.0	18.13	14.56	4.29708395638999	0.0008814876222406	0.0105074121314206
Merged-chr7-110114805-1	chr7	110114705	110114905	+	21.6	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-7254.0	NM_001355058	22390.0	Mm.287173	NM_009516	ENSMUSG00000031016	Wee1	Wee1A	WEE 1 homolog 1 (S. pombe)	protein-coding	12.67	6.19	52.8	41.08	2.55435436454792	7.46573414003017e-06	0.0002075774580467
Merged-chr19-32281459-1	chr19	32281359	32281559	+	28.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001168525, intron 2 of 9)	intron (NM_001168525, intron 2 of 9)	67857.0	NM_001168525	208449.0	Mm.329810	NM_144792	ENSMUSG00000040451	Sgms1	9530058O11Rik|AI841905|C80702|Mob|Sms1|Sor1|Tmem23	sphingomyelin synthase 1	protein-coding	11.62	2.65	120.54	118.04	4.24897230809981	2.66596265118174e-17	1.47331252152498e-14
Merged-chr7-28907422-1	chr7	28907322	28907522	+	50.5	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_021895, intron 8 of 20)	intron (NM_021895, intron 8 of 20)	25766.0	NM_001110807	60594.0	Mm.476990	NM_021894	ENSMUSG00000054083	Capn12	CANP 12	calpain 12	protein-coding	9.51	5.31	58.67	45.76	3.05307931586714	1.48211334433987e-07	7.19686954242757e-06
Merged-chr11-117344012-1	chr11	117343912	117344112	+	17.299999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001113488, intron 1 of 9)	intron (NM_001113488, intron 1 of 9)	11699.0	NM_001113488	53860.0	Mm.38450	NM_017380	ENSMUSG00000059248	Sept9	MSF1|Msf|PNUTL4|Sint1	septin 9	protein-coding	8.45	8.84	43.73	34.32	2.43454097506597	4.95415542799673e-05	0.0010223142852786
Merged-chr8-40890397-2	chr8	40890297	40890497	+	25.950001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_007514, intron 1 of 11)	MLT1B|LTR|ERVL-MaLR	28030.0	NM_007514	11988.0	Mm.4676	NM_007514	ENSMUSG00000031596	Slc7a2	20.5|AI158848|Atrc2|CAT-2|Cat2|Tea	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	protein-coding	7.39	3.54	27.2	27.04	2.54827541008456	0.0004541998115328	0.0061737766371085
Merged-chr10-14086017-2	chr10	14085917	14086117	+	14.460001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_010437, intron 2 of 8)	intron (NM_010437, intron 2 of 8)	119638.0	NM_001358782	15273.0	Mm.42157	NM_010437	ENSMUSG00000015501	Hivep2	Gm20114|MIBP-1|MIBP1|Schnurri-2|Shn-2	human immunodeficiency virus type I enhancer binding protein 2	protein-coding	80.27	68.98	114.13	160.68	1.14383382739648	0.0002942729298461	0.0043727977721334
Merged-chr15-5243307-1	chr15	5243207	5243407	+	8.91	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_008965, intron 1 of 2)	intron (NM_008965, intron 1 of 2)	880.0	NM_001136079	19219.0	Mm.18509	NM_008965	ENSMUSG00000039942	Ptger4	EP4|Ptgerep4	prostaglandin E receptor 4 (subtype EP4)	protein-coding	33.8	24.76	63.47	49.4	1.16827703920769	0.006474300820681	0.0492313266572743
Merged-chr13-85507024-2	chr13	85506924	85507124	+	23.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-217538.0	NM_145452	218397.0	Mm.259653	NM_145452	ENSMUSG00000021549	Rasa1	Gap|RasGAP|Rasa	RAS p21 protein activator 1	protein-coding	41.19	33.16	69.87	64.48	1.10345863896141	0.0045945262078538	0.0381662526708523
Merged-chr12-3862397-2	chr12	3862297	3862497	+	29.055	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	promoter-TSS (NR_045884)	promoter-TSS (NR_045884)	-153.0	NR_045884	100038522.0	Mm.417270	NR_045884	ENSMUSG00000073242	Dnmt3aos	Gm10485	DNA methyltransferase 3A, opposite strand	ncRNA	28.52	26.09	165.34	150.28	2.76239855820425	2.14169879742895e-16	1.01865865670827e-13
Merged-chr16-33837614-1	chr16	33837514	33837714	+	9.22	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_001145884, intron 1 of 14)	intron (NM_001145884, intron 1 of 14)	7949.0	NM_001145884	16419.0	Mm.6424	NM_010580	ENSMUSG00000022817	Itgb5	AA475909|AI874634|ESTM23|[b]-5|[b]5|[b]5A|[b]5B|beta-5|beta5	integrin beta 5	protein-coding	20.07	20.78	44.27	57.72	1.56816731515073	0.0009972645964449	0.0116154702404473
Merged-chr3-84443054-1	chr3	84442954	84443154	+	20.700001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	3' UTR (NM_001205355, exon 12 of 12)	3' UTR (NM_001205355, exon 12 of 12)	36437.0	NM_001205355	229474.0	Mm.331107	NM_001033301	ENSMUSG00000041842	Fhdc1	6330505N24Rik|Gm126	FH2 domain containing 1	protein-coding	1.06	1.33	15.47	8.32	3.75099036614175	0.006355680910626	0.0485648006585328
Merged-chr12-108931954-1	chr12	108931854	108932054	+	14.9	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_177602, intron 2 of 6)	intron (NM_177602, intron 2 of 6)	37682.0	NM_177602	212198.0	Mm.342082	NM_177602	ENSMUSG00000040877	Wdr25	B930090D16Rik	WD repeat domain 25	protein-coding	8.45	4.42	19.73	30.68	2.35594964536918	0.0014493434169557	0.015623453549265
Merged-chr1-171471093-1	chr1	171470993	171471193	+	34.599998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-32385.0	NM_019484	56009.0	Mm.389208	NM_019484	ENSMUSG00000060244	Alyref2	C130042O11Rik|REF2|Refbp2	Aly/REF export factor 2	protein-coding	5.28	0.0	16.53	14.04	2.8960417863041	0.0058574164510238	0.0456729595710299
Merged-chr13-111980447-2	chr13	111980347	111980547	+	45.150002	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	112511.0	NR_130345	102636620.0	Mm.402328	NR_130345	ENSMUSG00000086111	Gm15326	-	predicted gene 15326	ncRNA	32.74	34.49	101.33	108.16	1.88874626704386	1.3795758463646e-07	6.77837829271793e-06
Merged-chr17-44734617-1	chr17	44734517	44734717	+	8.91	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NR_073392, intron 2 of 7)	CpG	1559.0	NM_001271630	12393.0	Mm.391013	NM_009820	ENSMUSG00000039153	Runx2	AML3|Cbf|Cbfa-1|Cbfa1|LS3|Osf2|PEBP2aA|Pebp2a1|Pebpa2a	runt related transcription factor 2	protein-coding	4.22	0.0	20.8	14.04	3.38224973335292	0.0015282663435194	0.0162946090722228
Merged-chr2-60019317-2	chr2	60019217	60019417	+	35.349998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001001182, intron 2 of 35)	intron (NM_001001182, intron 2 of 35)	106423.0	NM_001001182	407823.0	Mm.228071	NM_001001182	ENSMUSG00000026987	Baz2b	5830435C13Rik|BC053917|D2Ertd794e	bromodomain adjacent to zinc finger domain, 2B	protein-coding	54.92	66.77	103.47	105.04	1.01198475437254	0.0019965486252375	0.0200231121805489
Merged-chr10-42089312-1	chr10	42089212	42089412	+	18.299999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-70930.0	NM_001034858	213402.0	Mm.211320	NM_001034858	ENSMUSG00000071324	Armc2	2610018I05Rik	armadillo repeat containing 2	protein-coding	2.11	1.33	12.8	20.8	3.76883306426076	0.0008730855681729	0.0104394263887018
Merged-chr10-127063323-2	chr10	127063223	127063423	+	68.349998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	promoter-TSS (NM_009870)	promoter-TSS (NM_009870)	-212.0	NM_001355005	12567.0	Mm.6839	NM_009870	ENSMUSG00000006728	Cdk4	Crk3	cyclin-dependent kinase 4	protein-coding	102.45	64.11	146.14	149.24	1.08520721680234	0.0002813472137114	0.0042079875879683
Merged-chr15-3982904-2	chr15	3982804	3983004	+	26.9	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	3' UTR (NM_145930, exon 6 of 6)	3' UTR (NM_145930, exon 6 of 6)	-3331.0	NM_134099	106052.0	Mm.234191	NM_134099	ENSMUSG00000022184	Fbxo4	1700096C12Rik|AI851261|AW494535|Fbx4	F-box protein 4	protein-coding	14.79	13.71	43.2	39.52	1.76172458720763	0.0008052551405798	0.0097856628361101
Merged-chr8-72135194-2	chr8	72135094	72135294	+	26.0	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	promoter-TSS (NM_001001491)	promoter-TSS (NM_001001491)	-98.0	NM_001001491	326618.0	Mm.295124	NM_001001491	ENSMUSG00000031799	Tpm4	2610528G24Rik|Tpm4.2|Tpm4.2cy	tropomyosin 4	protein-coding	34.85	14.59	68.8	58.76	1.61123816990107	0.000374907451441	0.0052918401081898
Merged-chr8-123883760-1	chr8	123883660	123883860	+	21.200001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	11015.0	NM_009606	11459.0	Mm.214950	NM_009606	ENSMUSG00000031972	Acta1	AA959943|Acta-2|Acts|Actsk-1	actin, alpha 1, skeletal muscle	protein-coding	6.34	1.77	40.0	21.84	3.19245756050239	4.26764793492898e-05	0.00090577471368
Merged-chr4-145037822-2	chr4	145037722	145037922	+	15.6	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001276465, intron 65 of 69)	intron (NM_001276465, intron 65 of 69)	144685.0	NM_001357274	20148.0	Mm.14063	NM_011303	ENSMUSG00000066026	Dhrs3	Rsdr1|retSDR1	dehydrogenase/reductase (SDR family) member 3	protein-coding	33.8	42.01	83.2	82.16	1.35988452367012	0.0002668872337422	0.0040392972124046
Merged-chr16-44988817-2	chr16	44988717	44988917	+	35.400002	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	ORR1E|LTR|ERVL-MaLR	45139.0	NM_001128133	74603.0	Mm.297337	NM_027578	ENSMUSG00000036172	Cd200r3	4733401I18Rik|4833409J19Rik|AI505817|BB106877|mCD200RLb	CD200 receptor 3	protein-coding	8.45	4.86	38.93	24.96	2.53787047515371	0.000180879019324	0.002962423611154
Merged-chr7-96790513-1	chr7	96790413	96790613	+	43.299999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	TTS (NR_045874)	TTS (NR_045874)	11036.0	NR_045874	791381.0	Mm.402112	NR_045874	ENSMUSG00000053049	Gm15413	-	predicted gene 15413	ncRNA	2.11	1.77	48.0	49.92	4.86282040894587	1.59899106350816e-08	1.04723086277864e-06
Merged-chr6-87500433-2	chr6	87500333	87500533	+	24.549999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001037727, intron 1 of 10)	intron (NM_001037727, intron 1 of 10)	-4106.0	NR_104483	232201.0	Mm.119564	NM_175476	ENSMUSG00000030047	Arhgap25	A130039I20Rik	Rho GTPase activating protein 25	protein-coding	134.14	148.13	250.67	231.92	1.01726566484536	2.15782157073545e-05	0.0005127432935506
Merged-chr3-129969512-1	chr3	129969412	129969612	+	22.6	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_025779, intron 1 of 7)	intron (NM_025779, intron 1 of 7)	694.0	NM_025779	66815.0	Mm.31056	NM_025779	ENSMUSG00000027994	Mcub	9030408N13Rik|Ccdc109b	mitochondrial calcium uniporter dominant negative beta subunit	protein-coding	5.28	3.1	53.87	49.4	3.93364338065126	7.977404931507171e-09	5.75752333284287e-07
Merged-chr8-35716666-2	chr8	35716566	35716766	+	36.349998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	109893.0	NM_027998	71908.0	Mm.37817	NM_027998	ENSMUSG00000055976	Cldn23	2310014B08Rik	claudin 23	protein-coding	13.73	7.96	59.73	42.64	2.4700616204197	4.42050472950422e-06	0.0001325820561487
Merged-chr3-87982973-2	chr3	87982873	87983073	+	26.949999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	11880.0	NM_016701	18008.0	Mm.331129	NM_016701	ENSMUSG00000004891	Nes	AA166324|C78523|ESTM46|Ifaprc2|Marc2|RC2	nestin	protein-coding	8.45	4.42	43.73	28.6	2.8458700811996	2.20895773849375e-05	0.0005231653135649
Merged-chr12-76308198-1	chr12	76308098	76308298	+	16.799999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_138745, intron 22 of 27)	intron (NM_138745, intron 22 of 27)	-16693.0	NM_001101471	238276.0	Mm.311452	NM_001101471	ENSMUSG00000021057	Akap5	3526401B18Rik|AKAP 150|AKAP-5|AKAP150|BB098886|Gm258|P150	A kinase (PRKA) anchor protein 5	protein-coding	1.06	5.31	23.47	18.2	2.99671078601404	0.0010332803055767	0.0119390992217647
Merged-chr15-27785440-1	chr15	27785340	27785540	+	14.9	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001081302, intron 34 of 56)	Lx8b|LINE|L1	-103898.0	NM_001242424	223433.0	Mm.266485	NM_198301	ENSMUSG00000056069	Fam105a	9830126M18	family with sequence similarity 105, member A	protein-coding	8.45	8.4	21.33	35.36	2.0686280211725	0.0022692186219306	0.0221229752981802
Merged-chr9-16312867-2	chr9	16312767	16312967	+	30.799999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001080814, intron 1 of 24)	intron (NM_001080814, intron 1 of 24)	65364.0	NM_001080814	270120.0	Mm.195010	NM_001080814	ENSMUSG00000074505	Fat3	9430076A06Rik|D430038H04Rik|Gm1132|Gm510|MFAT3F	FAT atypical cadherin 3	protein-coding	38.02	52.62	99.73	91.0	1.30617141660357	0.000235791906896	0.0036603255702133
Merged-chr14-19417842-2	chr14	19417742	19417942	+	355.75	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	GSAT_MM|Satellite|Satellite	184745.0	NM_001024706	432825.0	Mm.327147	NM_001024706	ENSMUSG00000095024	Gm5458	EG432825	predicted gene 5458	protein-coding	826.99	744.17	1323.22	1476.77	1.08618881524528	5.92043277540296e-10	5.8725632933044e-08
Merged-chr18-68160997-2	chr18	68160897	68161097	+	45.299999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_172631, intron 3 of 5)	intron (NM_172631, intron 3 of 5)	-66949.0	NM_001357444	52662.0	Mm.440183	NM_172631	ENSMUSG00000024544	Ldlrad4	8230401C20Rik|A430083H02|A430108L08Rik|C18orf1|D18Ertd653e|D330030L18Rik	low density lipoprotein receptor class A domain containing 4	protein-coding	47.53	34.49	73.6	73.84	1.10385388889011	0.0034780180692163	0.0307744669872549
