PeakID (cmd=annotatePeaks.pl /home/ttroutman/2020_seidman_troutman_sakai_etal/intersect_ATAC_H3K27ac_RNA_20191027/mergePeaks_C57_NoTx_Tim4Pos20wkNASH.txt mm10 -d /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PKup_ChIP_H3K27ac_Flavopiridol_TDTJSS_CE_TDT_l20170915/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_notx_TDTJSSCBHB_Pool_l20180423/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579A_l20180423/ /data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579C_l20180423/ -size 1000) (cmd=getDiffExpression.pl /home/psaisan/MCAT/KC-H_KC_N_H3k27ac_at_peaks_w1000.txt WT WT KO KO -log2fold 1 -raw)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PKup_ChIP_H3K27ac_Flavopiridol_TDTJSS_CE_TDT_l20170915/ Tag Count in 1000 bp (9468035.0 Total, normalization factor = 1.06, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_notx_TDTJSSCBHB_Pool_l20180423/ Tag Count in 1000 bp (22615879.0 Total, normalization factor = 0.44, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579A_l20180423/ Tag Count in 1000 bp (18749728.0 Total, normalization factor = 0.53, effective total = 10000000)	/data/mm10/Kupffer/ChIP/H3K27Ac/c57bl6j_M_Tim4PosKupffer_ChIP_H3K27Ac_20WkNASH_TDTJSS_C579C_l20180423/ Tag Count in 1000 bp (19231109.0 Total, normalization factor = 0.52, effective total = 10000000)	WT vs. KO Log2 Fold Change	WT vs. KO p-value	WT vs. KO adj. p-value
Merged-chr18-82784872-1	chr18	82784772	82784972	+	11.7	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-25833.0	NR_045389	76961.0	Mm.396392	NR_045389	ENSMUSG00000101773	2210420H20Rik	-	RIKEN cDNA 2210420H20 gene	ncRNA	80.27	88.43	37.87	27.56	-1.11285568482183	0.0041121193365968	0.0350284716301678
Merged-chr6-83599114-2	chr6	83599014	83599214	+	19.200001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-26610.0	NM_001362078	70527.0	Mm.32801	NM_024239	ENSMUSG00000006906	Stambp	5330424L14Rik|5730422L11Rik|AW107289|Amsh|mKIAA4198	STAM binding protein	protein-coding	192.23	156.97	67.73	69.16	-1.09926422981579	0.0001335487892797	0.0023160297655508
Merged-chr17-67352647-1	chr17	67352547	67352747	+	12.6	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_001357625, intron 1 of 32)	intron (NM_001357625, intron 1 of 32)	1812.0	NM_008984	19274.0	Mm.311809	NM_008984	ENSMUSG00000033278	Ptprm	RPTPmu|mKIAA4044	protein tyrosine phosphatase, receptor type, M	protein-coding	317.91	371.86	74.67	66.56	-2.04291324136759	2.46819464628164e-15	9.18089299614004e-13
Merged-chr5-117871751-1	chr5	117871651	117871851	+	19.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_008712, intron 1 of 27)	intron (NM_008712, intron 1 of 27)	4912.0	NM_008712	18125.0	Mm.44249	NM_008712	ENSMUSG00000029361	Nos1	2310005C01Rik|N-NOS|NC-NOS|NO|NOS|NOS-I|Nos-1|bNOS|nNOS	nitric oxide synthase 1, neuronal	protein-coding	106.67	110.98	18.13	32.24	-1.86853703243087	3.51559808645901e-06	0.0001087417964621
Merged-chr10-63338478-2	chr10	63338378	63338578	+	23.15	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_019812, intron 1 of 8)	CpG	557.0	NM_019812	93759.0	Mm.351459	NM_019812	ENSMUSG00000020063	Sirt1	AA673258|SIR2L1|Sir2|Sir2a|Sir2alpha	sirtuin 1	protein-coding	94.0	52.62	26.67	20.28	-1.39465707359171	0.0018410129778969	0.0187879810180141
Merged-chr5-117891268-2	chr5	117891168	117891368	+	15.299999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_008712, intron 2 of 27)	MER47A|DNA|TcMar-Tigger	24429.0	NM_008712	18125.0	Mm.44249	NM_008712	ENSMUSG00000029361	Nos1	2310005C01Rik|N-NOS|NC-NOS|NO|NOS|NOS-I|Nos-1|bNOS|nNOS	nitric oxide synthase 1, neuronal	protein-coding	135.19	107.45	13.87	21.32	-2.5330947148381	7.75166236683705e-10	7.42253650429791e-08
Merged-chr16-32703500-1	chr16	32703400	32703600	+	18.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	30346.0	NM_001347185	51789.0	Mm.251115	NM_016788	ENSMUSG00000022791	Tnk2	Ack|Ack-1|Ack1|Cdgip|Pyk1	tyrosine kinase, non-receptor, 2	protein-coding	49.64	42.45	8.0	4.16	-2.70105430677631	3.03573214004247e-05	0.0006846266183064
Merged-chr2-10591251-2	chr2	10591151	10591351	+	46.200001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	3' UTR (NM_001198808, exon 23 of 23)	3' UTR (NM_001198808, exon 23 of 23)	73096.0	NR_035418	100316831.0		NR_035418	ENSMUSG00000080594	Mir669h	Mirn669h|mir-669h|mmu-mir-669h	microRNA 669h	ncRNA	46.47	30.07	5.33	3.64	-2.82789257808245	0.0001020465363786	0.0018562552872862
Merged-chr18-60977943-1	chr18	60977843	60978043	+	14.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	exon (NM_009792, exon 4 of 7)	exon (NM_009792, exon 4 of 7)	14389.0	NM_009792	12322.0	Mm.131530	NM_009792	ENSMUSG00000024617	Camk2a	CaMKII|R74975|mKIAA0968	calcium/calmodulin-dependent protein kinase II alpha	protein-coding	62.31	38.47	12.8	4.68	-2.2355153770843	0.0001971601976966	0.0031656377398298
Merged-chr19-32988912-1	chr19	32988812	32989012	+	16.0	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-168200.0	NR_039552	100628575.0		NR_039552	ENSMUSG00000106278	Mir3970	mmu-mir-3970|mu-mir-3970	microRNA 3970	ncRNA	122.52	137.07	17.07	20.8	-2.5294585585715	1.48739848421818e-10	1.76141371109649e-08
Merged-chr4-101741632-2	chr4	101741532	101741732	+	29.450001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_146146, intron 4 of 18)	intron (NM_146146, intron 4 of 18)	24225.0	NM_146146	16847.0	Mm.259282	NM_010704	ENSMUSG00000057722	Lepr	LEPROT|Leprb|Modb1|OB-RGRP|Obr|db|diabetes|obese-like|obl	leptin receptor	protein-coding	345.37	360.37	66.13	95.68	-1.8682813723805	2.81306486326658e-12	5.07019451560255e-10
Merged-chr5-135010649-2	chr5	135010549	135010749	+	13.7	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_145215, intron 2 of 5)	intron (NM_145215, intron 2 of 5)	1193.0	NR_033794	68758.0	Mm.389700	NM_145215	ENSMUSG00000040532	Abhd11	1110054D16Rik|A630008N09Rik|Wbscr21	abhydrolase domain containing 11	protein-coding	186.94	203.4	50.67	52.0	-1.6779173572571	1.60450328988347e-08	1.04729485266669e-06
Merged-chr5-139734311-2	chr5	139734211	139734411	+	23.799999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_174850, intron 1 of 16)	intron (NM_174850, intron 1 of 16)	2022.0	NM_174850	231830.0	Mm.240510	NM_174850	ENSMUSG00000036718	Micall2	A930021H16Rik|JRAB|MICAL-L2|mFLJ00139	MICAL-like 2	protein-coding	114.07	111.87	30.93	32.24	-1.59745893177895	1.00899881762711e-05	0.0002679774512746
Merged-chr10-94093627-1	chr10	94093527	94093727	+	10.5	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_053072, intron 5 of 20)	intron (NM_053072, intron 5 of 20)	-54304.0	NM_011629	22025.0	Mm.107483	NM_011629	ENSMUSG00000005897	Nr2c1	4831444H07Rik|80.3|Eenr|TR2|Tr2-11	nuclear receptor subfamily 2, group C, member 1	protein-coding	68.65	80.92	20.27	8.84	-2.14555167971656	9.97763999842532e-06	0.0002660719283955
Merged-chr12-85342547-1	chr12	85342447	85342647	+	22.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	3' UTR (NM_026775, exon 5 of 5)	3' UTR (NM_026775, exon 5 of 5)	-3185.0	NM_145138	217718.0	Mm.29071	NM_145138	ENSMUSG00000034290	Nek9	C130021H08Rik	NIMA (never in mitosis gene a)-related expressed kinase 9	protein-coding	107.73	119.39	19.73	13.52	-2.50377795063581	1.58748371313941e-09	1.38313689823334e-07
Merged-chr4-81745311-1	chr4	81745211	81745411	+	13.8	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-258298.0	NR_030570	100124446.0		NR_030570	ENSMUSG00000077941	Mir466h	Mirn466h	microRNA 466h	ncRNA	25.35	13.71	2.13	1.04	-3.45133354950059	0.0023497619613283	0.0227514829517775
Merged-chr17-71286110-2	chr17	71286010	71286210	+	51.599998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001357337, intron 2 of 7)	intron (NM_001357337, intron 2 of 7)	24901.0	NM_001357337	246707.0	Mm.23462	NM_145158	ENSMUSG00000024053	Emilin2	FOAP-10	elastin microfibril interfacer 2	protein-coding	91.89	78.71	22.4	13.52	-2.0091044333388	4.21305069376199e-06	0.0001273948372104
Merged-chr4-35994184-1	chr4	35994084	35994284	+	32.0	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_001166000, intron 7 of 8)	MERVL_2A-int|LTR|ERVL	-148980.0	NM_175516	242384.0	Mm.132507	NM_175516	ENSMUSG00000045083	Lingo2	B230217C06Rik|Lern3|Lrrn6c	leucine rich repeat and Ig domain containing 2	protein-coding	42.25	31.84	2.13	8.32	-2.61799158207177	0.0003420733499261	0.0049291011363708
Merged-chr17-31305650-2	chr17	31305550	31305750	+	21.950001	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001242427, intron 2 of 19)	intron (NM_001242427, intron 2 of 19)	9426.0	NM_001242427	224674.0	Mm.311395	NM_153062	ENSMUSG00000024036	Slc37a1	G3PP	solute carrier family 37 (glycerol-3-phosphate transporter), member 1	protein-coding	118.29	82.24	19.73	15.6	-2.22570322668463	1.68679339462842e-07	8.04930594655453e-06
Merged-chr18-38601133-2	chr18	38601033	38601233	+	27.299999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_011898, intron 1 of 1)	CpG	135.0	NM_011898	24066.0	Mm.42038	NM_011898	ENSMUSG00000024427	Spry4	A030006O18Rik|sprouty4	sprouty RTK signaling antagonist 4	protein-coding	46.47	24.32	6.4	7.28	-2.16748594839838	0.0017335116666734	0.0179465755189844
Merged-chr11-82567535-2	chr11	82567435	82567635	+	25.799999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-65818.0	NR_033582	791422.0	Mm.341562	NR_033582	ENSMUSG00000069796	Gm11426	-	predicted gene 11426	ncRNA	100.34	101.26	4.8	3.12	-4.41229625931304	2.0776557111686098e-12	3.91428986857082e-10
Merged-chr5-135013301-1	chr5	135013201	135013401	+	8.91	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	promoter-TSS (NR_026688)	promoter-TSS (NR_026688)	-144.0	NR_026688	69812.0	Mm.18422	NR_026688	ENSMUSG00000085042	Abhd11os	2010001M06Rik|AI462243|Wbscr26|Wnscr26	abhydrolase domain containing 11, opposite strand	ncRNA	29.57	22.99	1.6	1.04	-3.89965120260134	0.0002481205917189	0.003816991934166
Merged-chr2-154406785-1	chr2	154406685	154406885	+	10.5	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_009228, intron 1 of 7)	MIR3|SINE|MIR	1299.0	NM_009228	20648.0	Mm.1541	NM_009228	ENSMUSG00000027488	Snta1	AW228934|Snt1	syntrophin, acidic 1	protein-coding	60.2	85.78	21.33	26.52	-1.36264316821135	0.0021466695051526	0.0211953022588889
Merged-chr10-88683553-1	chr10	88683453	88683653	+	13.2	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	promoter-TSS (NM_011461)	promoter-TSS (NM_011461)	-530.0	NM_011461	20728.0	Mm.21642	NM_011461	ENSMUSG00000004359	Spic	AU019198|C76795|Prf|Spi-C	Spi-C transcription factor (Spi-1/PU.1 related)	protein-coding	210.18	164.93	58.67	46.28	-1.59224014043482	1.05168422221526e-07	5.37201411641591e-06
Merged-chr18-9490058-2	chr18	9489958	9490158	+	26.25	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-39904.0	NM_026484	67974.0	Mm.86523	NM_026484	ENSMUSG00000024286	Ccny	1700025H17Rik|3110050L10Rik|4631402G10Rik|5730405I09Rik	cyclin Y	protein-coding	164.76	185.71	51.2	68.64	-1.29876497356472	2.76949769539114e-05	0.0006322015844628
Merged-chr10-85354078-1	chr10	85353978	85354178	+	9.22	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-32736.0	NM_028709	74007.0	Mm.36544	NM_028709	ENSMUSG00000020042	Btbd11	6330404E16Rik	BTB (POZ) domain containing 11	protein-coding	98.23	103.02	32.0	36.92	-1.29572536413497	0.0004444160628532	0.0060635153724871
Merged-chr19-6827017-1	chr19	6826917	6827117	+	21.5	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	2927.0	NR_039555	100628576.0		NR_039555	ENSMUSG00000104884	Mir5046	mmu-mir-5046|mu-mir-5046	microRNA 5046	ncRNA	44.36	28.74	3.2	3.64	-3.12595590908431	6.59432452116972e-05	0.0012920737209887
Merged-chr15-6402943-1	chr15	6402843	6403043	+	11.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_001037905, intron 1 of 13)	intron (NM_001037905, intron 1 of 13)	16195.0	NM_001102400	13132.0	Mm.240830	NM_023118	ENSMUSG00000022150	Dab2	5730435J12Rik|AA960054|AI957090|D15Wsu122e|D630005B22Rik|Doc-2|Doc2|p96	disabled 2, mitogen-responsive phosphoprotein	protein-coding	38.02	39.8	9.07	6.24	-2.14292149349038	0.0007367396194051	0.0090997849925972
Merged-chr15-93916842-1	chr15	93916742	93916942	+	11.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NR_045737, intron 2 of 3)	intron (NR_045737, intron 2 of 3)	10269.0	NR_045737	77248.0	Mm.410768	NR_045737	ENSMUSG00000116360	9430014N10Rik	-	RIKEN cDNA 9430014N10 gene	ncRNA	24.29	38.47	6.4	5.2	-2.26448123537576	0.0019860072326928	0.0199367100846878
Merged-chr19-28918000-2	chr19	28917900	28918100	+	61.900002	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	-45920.0	NM_028922	74411.0	Mm.441887	NM_028922	ENSMUSG00000040105	Plpp6	4932443D16Rik|Ppapdc2	phospholipid phosphatase 6	protein-coding	140.47	100.81	33.6	26.52	-1.73532004241279	2.17056766530926e-06	7.19723028085145e-05
Merged-chr4-141638275-1	chr4	141638175	141638375	+	10.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_001033150, intron 6 of 19)	ID_B1|SINE|B4	-14441.0	NM_001013780	384071.0	Mm.295682	NM_001013780	ENSMUSG00000040740	Slc25a34	Gm1369	solute carrier family 25, member 34	protein-coding	64.43	44.22	11.73	11.96	-1.91733941237031	0.0003195347053398	0.0046751488519303
Merged-chr1-43321224-1	chr1	43321124	43321324	+	8.3	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	Intergenic	Intergenic	-124463.0	NM_001289533	14200.0	Mm.6799	NM_010212	ENSMUSG00000008136	Fhl2	FHL-2|SLIM-3|SLIM3	four and a half LIM domains 2	protein-coding	43.3	50.41	6.93	14.56	-1.82398127306985	0.0016023126814886	0.0168590023515401
Merged-chr5-110809292-1	chr5	110809192	110809392	+	8.3	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_001347394, intron 1 of 27)	intron (NM_001347394, intron 1 of 27)	789.0	NM_009469	22241.0	Mm.271898	NM_009469	ENSMUSG00000029512	Ulk1	AU041434|Unc51.1|mKIAA0722	unc-51 like kinase 1	protein-coding	149.98	123.36	53.87	52.52	-1.10254039958898	0.000468383286267	0.0063156657670048
Merged-chr1-131052965-1	chr1	131052865	131053065	+	11.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	TTS (NM_008551)	TTS (NM_008551)	33120.0	NM_010548	16153.0	Mm.874	NM_010548	ENSMUSG00000016529	Il10	CSIF|Il-10	interleukin 10	protein-coding	113.01	110.54	41.6	47.32	-1.08378876868245	0.0015005261953597	0.0160588405640241
Merged-chr8-25974332-1	chr8	25974232	25974432	+	10.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_029884, intron 1 of 17)	intron (NM_029884, intron 1 of 17)	2412.0	NM_029884	52120.0	Mm.28326	NM_029884	ENSMUSG00000037260	Hgsnat	9430010M12Rik|AW208455|D8Ertd354e|Tmem76	heparan-alpha-glucosaminide N-acetyltransferase	protein-coding	135.19	110.98	18.13	23.4	-2.33186352334509	2.78431695376963e-09	2.27557126586466e-07
Merged-chr9-21166618-1	chr9	21166518	21166718	+	9.22	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_183408, intron 1 of 14)	intron (NM_183408, intron 1 of 14)	904.0	NM_183408	18577.0	Mm.191749	NM_019798	ENSMUSG00000032177	Pde4a	D9Ertd60e|Dpde2	phosphodiesterase 4A, cAMP specific	protein-coding	87.66	109.22	35.2	27.04	-1.43438087097056	0.0001839562506926	0.0030026524216433
Merged-chr19-55585435-1	chr19	55585335	55585535	+	15.1	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_001360431, intron 8 of 8)	intron (NM_001360431, intron 8 of 8)	116769.0	NR_045318	77594.0	Mm.329924	NR_045318	ENSMUSG00000097632	4930552P12Rik	-	RIKEN cDNA 4930552P12 gene	ncRNA	153.15	161.39	51.73	56.68	-1.28075051286403	3.14091616889436e-05	0.0007036986198163
Merged-chr15-54920186-2	chr15	54920086	54920286	+	35.049999	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	promoter-TSS (NM_001136077)	promoter-TSS (NM_001136077)	-40.0	NM_001285995	18606.0	Mm.250256	NM_015744	ENSMUSG00000022425	Enpp2	ATX|E-NPP 2|Npps2|PD-Ialpha|Pdnp2|lysoPLD	ectonucleotide pyrophosphatase/phosphodiesterase 2	protein-coding	23.24	24.32	5.33	2.6	-2.32004098985261	0.0052803121705861	0.0423263813126953
Merged-chr3-127492188-1	chr3	127492088	127492288	+	9.53	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_001327938, intron 1 of 47)	intron (NM_001327938, intron 1 of 47)	6927.0	NM_001327938	109676.0	Mm.220242	NM_178655	ENSMUSG00000032826	Ank2	100043364|AI835472|AW491075|Ank-2|Gm4392	ankyrin 2, brain	protein-coding	38.02	35.37	4.27	6.24	-2.61636836046641	0.0002250052756569	0.0035325706522039
Merged-chr18-32818746-2	chr18	32818646	32818846	+	21.0	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_021367, intron 4 of 4)	intron (NM_021367, intron 4 of 4)	1886.0	NR_033206	53603.0	Mm.143716	NM_021367	ENSMUSG00000024379	Tslp	-	thymic stromal lymphopoietin	protein-coding	83.44	84.01	16.53	17.16	-2.05251722234845	3.04450053402083e-06	9.59604739204926e-05
Merged-chr6-37223922-1	chr6	37223822	37224022	+	11.4	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_001347104, intron 1 of 32)	intron (NM_001347104, intron 1 of 32)	76054.0	NM_001081206	320127.0	Mm.119469	NM_001081206	ENSMUSG00000038665	Dgki	6430604M11Rik|C130010K08Rik	diacylglycerol kinase, iota	protein-coding	52.81	93.3	36.27	13.52	-1.33777270933413	0.0059183050828854	0.0460227136216289
Merged-chr11-84597772-2	chr11	84597672	84597872	+	44.650002	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	Intergenic	Intergenic	72112.0	NR_038057	78365.0	Mm.260345	NR_038057	ENSMUSG00000087211	Lhx1os	1500016L03Rik|Lhx1as	LIM homeobox 1, opposite strand	ncRNA	51.75	72.52	5.87	4.16	-3.41343410392515	1.10173305588249e-07	5.5700262289393e-06
Merged-chr10-94476936-1	chr10	94476836	94477036	+	12.3	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt	intron (NM_001359762, intron 2 of 4)	RLTR20D|LTR|ERVK	-37921.0	NM_172051	319880.0	Mm.23047	NM_172051	ENSMUSG00000020023	Tmcc3	A230066D03Rik|AW488095|C630016B22Rik|C88213|Gm1556|Tmcc1	transmembrane and coiled coil domains 3	protein-coding	47.53	63.23	16.53	14.56	-1.55897375786171	0.0017938496266548	0.0184102780838172
Merged-chr11-107675892-2	chr11	107675792	107675992	+	20.599998	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_198298, intron 30 of 31)	intron (NM_198298, intron 30 of 31)	38170.0	NR_105897	102465562.0		NR_105897	ENSMUSG00000098497	Mir6932	Gm27691|mmu-mir-6932	microRNA 6932	ncRNA	102.45	137.96	17.07	17.16	-2.58281316972641	7.42393486573327e-10	7.15595794773928e-08
Merged-chr18-56490871-2	chr18	56490771	56490971	+	41.75	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_001360917, intron 11 of 13)	intron (NM_001360917, intron 11 of 13)	-47268.0	NR_106160	102465790.0		NR_106160	ENSMUSG00000099196	Mir1258	Gm27371|mmu-mir-1258	microRNA 1258	ncRNA	60.2	49.52	19.73	16.64	-1.32704818174698	0.0054699117117833	0.0433847139009909
Merged-chr2-60892383-2	chr2	60892283	60892483	+	21.650002	../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_control_Tim4Pos.txt|../IDR_ATAC/ATAC_IDR_optimal_peaks/peaks_opt_C57_ATAC_20week_diet_Tim4Pos.txt	intron (NM_020296, intron 1 of 13)	intron (NM_020296, intron 1 of 13)	-10945.0	NM_001141932	56878.0	Mm.259667	NM_020296	ENSMUSG00000026970	Rbms1	2600014B10Rik|AI255215|MSSP-1|MSSP-2|MSSP-3|YC1	RNA binding motif, single stranded interacting protein 1	protein-coding	60.2	53.94	17.6	17.16	-1.45815569995566	0.0022794669482147	0.0222079631638782
